book_id,authors,original_publication_year,original_title,genres
5164,"James Patterson, Maxine Paetro",2015,14th Deadly Sin,Drama|Thriller
5166,Patricia Cornwell,2008,Scarpetta,Drama
5167,Dennis Lehane,1996,"Darkness, Take My Hand",Thriller|Horror
5168,R.A. Salvatore,1993,Siege of Darkness,Thriller|Horror
5170,Kristen Proby,2013,Play With Me,Horror
5171,J.D. Robb,2003,Portrait in Death,Drama
5172,Monica  Murphy,2013,Second Chance Boyfriend,Drama
5174,Nora Roberts,2014,The Collector,Thriller|Horror
5175,Robin McKinley,2003,Sunshine,Thriller|Sci-Fi
5178,Kristen Callihan,2014,The Hook Up,Action|Adventure
5179,Naomi Novik,2006,Throne of Jade,Fantasy
5181,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,Drama
5182,Edward Rutherfurd,1997,London: The Novel,Drama
5183,Natasha Preston,2012,Silence,Documentary|Drama
5184,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave to Me: Twelve Holiday Stories,Comedy
5185,Hugh Howey,2014,Sand Omnibus,Comedy|Horror|Sci-Fi
5187,Richard Russo,1993,Nobody's Fool,Drama|Romance
5188,"Richard Bachman, Stephen King",1977,Rage,Thriller|Action
5189,"Émile Zola, Roger Pearson",1885,Germinal,Drama|Romance
5190,Abbi Glines,2012,Ceaseless,Drama
5193,Melissa de la Cruz,2011,Lost In Time,Drama|Romance
5194,Meg Cabot,2001,Ninth Key,Drama|Mystery|Horror
5195,Dean Koontz,1984,Twilight Eyes,Drama|Fantasy
5196,Lisa Gardner,2016,Find Her,Action|Adventure
5197,"J. Lynn, Jennifer L. Armentrout",2013,Frigid,Drama|Horror
5198,"Isabel Allende, Margaret Sayers Peden",1984,De amor y de sombra,Drama
5200,Katie Alender,2009,Bad Girls Don't Die,Drama|Romance
5201,Clive Cussler,1999,Atlantis Found,Documentary
5202,David Mazzucchelli,2009,Asterios Polyp,Comedy|Drama 
5203,David Eddings,1992,Domes of Fire,Comedy 
5204,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",Documentary|Drama|Horror 
5205,Kazu Kibuishi,2009,The Stonekeeper's Curse,Drama|Adventure
5206,Carl Hiaasen,2000,Sick Puppy,Drama
5208,Danny Gregory,2008,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",Documentary|Comedy|Drama 
5209,Dean Koontz,2012,Odd Apocalypse,Thriller|Mystery
5211,Catherine Ryan Hyde,1999,Pay It Forward,Drama|Romance 
5214,Bernard Cornwell,2000,Harlequin,Comedy|Drama|Romance
5215,Anne Lamott,2004,Plan B: Further Thoughts on Faith,Drama
5216,Sarah Dunant,2006,In the Company of the Courtesan,Drama
5217,Peter V. Brett,2015,The Skull Throne,Drama|Fantasy
5218,Sherrilyn Kenyon,2007,Devil May Cry,Animation|Action|Fantasy 
5219,Nicholas Sparks,2016,Two By Two,Adventure|Comedy
5220,Anita Shreve,2002,Sea Glass,Drama|Romance
5221,Shannon Hale,2006,River Secrets,Drama|Romance 
5222,Jeffrey Archer,2014,Be Careful What You Wish For,Drama|Thriller 
5223,Amy A. Bartol,2013,Inescapable,Thriller|Drama
5224,Aprilynne Pike,2011,Illusions,Drama|Sci-Fi
5225,Joe McGinniss,1983,Fatal Vision,Crime|Drama|Documentary 
5226,Sudhir Venkatesh,2008,Gang Leader for a Day,Drama
5227,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984,"Magician: Apprentice (The Riftwar Saga, #1) ",Fantasy|Drama
5229,C.S. Lewis,1945,That Hideous Strength,Horror|Sci-Fi
5230,Laline Paull,2014,The Bees,Horror|Sci-Fi|Thriller
5231,Sara Gruen,2010,Ape House,Adventure|Drama|Fantasy
5232,"David Eddings, Leigh Eddings",1997,Polgara the Sorceress,Fantasy
5233,Kevin Kwan,2015,China Rich Girlfriend,Comedy|Romance
5235,Brad Thor,2004,State Of The Union,Thriller|Action 
5236,Ann Leary,2013,The Good House,Comedy|Drama 
5237,Rudolfo Anaya,1972,"Bless Me, Ultima",Drama|War
5238,Bret Easton Ellis,1998,Glamorama,Action|Drama|Comedy
5239,Sue Grafton,1988,F is for Fugitive,Action|Adventure|Drama|Mystery
5240,Jo Nesbø,2005,"Frelseren (Harry Hole, #6)",Drama 
5241,Alessandro Baricco,1996,Seta,Drama|Romance
5242,Tatiana de Rosnay,2009,Boomerang,Comedy|Drama|Romance 
5243,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,Drama|Thriller
5245,"Stephenie Meyer, Young Kim",2011,"Twilight: The Graphic Novel,",Drama|Fantasy
5246,Belle Aurora,2014,Raw,Drama|Horror 
5247,Roger Zelazny,1999,The Great Book of Amber,Drama|Fantasy
5249,Andrzej Sapkowski,1995,Czas pogardy,Fantasy
5250,Jillian Dodd,2011,That Boy,Horror|Drama
5251,Kate Alcott,2012,The Dressmaker,Drama|Thriller 
5252,Judith McNaught,1991,Paradise,Adventure|Romance 
5253,Chris Van Allsburg,1981,Jumanji,Fantasy|Action|Children's
5254,Ken Grimwood,1986,Replay,Thriller|Mystery 
5255,David Eagleman,2011,Incognito: The Secret Lives of the Brain,Crime|Thriller
5256,Neil deGrasse Tyson,2006,Death by Black Hole: And Other Cosmic Quandaries,Fantasy|Sci-Fi
5257,Margaret Atwood,1969,The Edible Woman,Crime|Comedy
5258,Richard Dawkins,2004,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Comedy|Drama
5259,Marissa Meyer,2016,Heartless,Drama|Fantasy|Horror 
5260,Paul Zindel,1968,The Pigman,Drama|Fantasy 
5261,Lincoln Child,2007,Deep Storm,Action|Adventure|Drama 
5262,Meg Cabot,2011,Abandon,Drama|Thriller
5266,Christina Lauren,2013,Beautiful Bitch,Drama
5267,Robert Muchamore,2004,"The Recruit (Cherub, #1)",Drama|Mystery
5269,Simon Singh,1997,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Documentary
5270,Richard Paul Evans,1993,The Christmas Box,Drama|Fantasy
5272,Aurora Rose Reynolds,2013,Until November,Drama|Romance
5273,Angela Carter,1979,The Bloody Chamber & Other Stories,Horror
5274,Anthony Bourdain,2001,A Cook's Tour: Global Adventures in Extreme Cuisines,Documentary
5275,Simon Schama,2006,Power of Art,Documentary|Drama 
5276,"Michelle Knight, Michelle Burford",2014,"Finding me : A Decade of Darkness, a Life Reclaimed",Drama|Romance 
5277,Nora Roberts,1996,Born in Shame,Drama
5278,Simone Elkeles,2010,Return to Paradise,Drama|Thriller
5279,Jasmine Warga,2015,My Heart and Other Black Holes,Drama
5280,Kim Gordon,2015,Girl in a Band,Documentary|Musical
5281,Heather Brewer,2008,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Fantasy|Horror 
5282,Patricia Cornwell,2007,Book of the Dead,Fantasy|Horror 
5283,Joseph Campbell,1949,The Hero with a Thousand Faces,Documentary
5284,John Sandford,2010,Bad Blood,Thriller
5285,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",Fantasy
5288,Orson Scott Card,2011,The Lost Gate,Adventure|Fantasy 
5289,"Jo Nesbø, Don Bartlett",2013,"Politi (Harry Hole, #10)",Drama|Romance|Thriller 
5290,Anne Rice,1999,Vittorio the Vampire,Horror|Sci-Fi|Thriller 
5292,Brunonia Barry,2006,The Lace Reader,Drama|Romance
5293,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000,Anne Rice's The Tale of the Body Thief (Graphic Novel),Thriller|Drama
5295,Laurell K. Hamilton,2005,"A Stroke of Midnight (Merry Gentry, #4)",Fantasy
5296,Stephenie Meyer,2016,The Chemist,Comedy|Fantasy 
5297,Anchee Min,2003,Empress Orchid,Animation|Drama 
5298,Eoin Colfer,2009,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",Drama
6000,Julie Klassen,2008,The Apothecary's Daughter,
